observation --- [485, 222, 200, 183, 738, 319, 275, 868] info --- {'sequence': ['N79', 'N385', 'N621', 'E151', 'E11', 'E44', 'E207', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.170833464689207 loss --- 986.7509155273438 logZ --- 7.261721611022949
observation --- [854, 761, 2, 803, 867, 118, 494, 868] info --- {'sequence': ['N60', 'N327', 'N80', 'E91', 'none', 'E224', 'E165', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 0 loss --- 44.107173919677734 logZ --- 7.261721611022949
observation --- [434, 428, 297, 755, 166, 189, 813, 868] info --- {'sequence': ['N377', 'N492', 'N713', 'E79', 'E14', 'E66', 'E203', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0890992497000072 loss --- 909.2706909179688 logZ --- 7.261721611022949
observation --- [489, 645, 695, 827, 846, 440, 610, 868] info --- {'sequence': ['N429', 'N115', 'N196', 'E98', 'E32', 'E30', 'E24', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.6746952054410555 loss --- 722.5477905273438 logZ --- 7.266542434692383
observation --- [321, 464, 740, 759, 624, 633, 803, 868] info --- {'sequence': ['N231', 'N662', 'N150', 'E38', 'E199', 'E198', 'E91', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4674435957308627 loss --- 693.55859375 logZ --- 7.266542434692383
observation --- [415, 244, 215, 643, 867, 252, 161, 868] info --- {'sequence': ['N386', 'N601', 'N176', 'E107', 'none', 'E233', 'E85', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.341240035209109 loss --- 742.7239379882812 logZ --- 7.266542434692383
observation --- [792, 222, 704, 457, 285, 557, 604, 868] info --- {'sequence': ['N277', 'N385', 'N485', 'E130', 'E57', 'E114', 'E4', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1745340806101883 loss --- 762.16845703125 logZ --- 7.266542434692383
observation --- [266, 558, 769, 719, 480, 14, 280, 868] info --- {'sequence': ['N25', 'N3', 'N51', 'E49', 'E176', 'E171', 'E72', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0943252563509691 loss --- 735.2174072265625 logZ --- 7.266542434692383
observation --- [415, 841, 826, 293, 606, 391, 40, 868] info --- {'sequence': ['N386', 'N73', 'N606', 'E9', 'E110', 'E220', 'E123', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2660126875769977 loss --- 632.9063110351562 logZ --- 7.271414756774902
observation --- [861, 28, 444, 378, 460, 135, 632, 868] info --- {'sequence': ['N558', 'N39', 'N10', 'E29', 'E192', 'E194', 'E143', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4473894632362543 loss --- 668.4222412109375 logZ --- 7.271414756774902
observation --- [64, 756, 695, 270, 208, 188, 467, 868] info --- {'sequence': ['N285', 'N627', 'N196', 'E213', 'E158', 'E35', 'E10', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1229115240184309 loss --- 599.7869262695312 logZ --- 7.271414756774902
observation --- [686, 85, 59, 671, 73, 12, 208, 868] info --- {'sequence': ['N126', 'N218', 'N23', 'E97', 'E94', 'E218', 'E158', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.314335442421687 loss --- 671.0228881835938 logZ --- 7.271414756774902
observation --- [2, 807, 334, 189, 599, 40, 42, 868] info --- {'sequence': ['N80', 'N99', 'N163', 'E66', 'E174', 'E123', 'E160', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3619512059858032 loss --- 770.0485229492188 logZ --- 7.271414756774902
observation --- [415, 674, 295, 583, 788, 452, 299, 868] info --- {'sequence': ['N386', 'N32', 'N679', 'E103', 'E167', 'E67', 'E225', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.269888417486404 loss --- 815.0092163085938 logZ --- 7.276310443878174
observation --- [297, 88, 591, 758, 168, 120, 491, 868] info --- {'sequence': ['N713', 'N168', 'N137', 'E80', 'E159', 'E191', 'E39', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.137057963416655 loss --- 688.7537231445312 logZ --- 7.276310443878174
observation --- [602, 653, 415, 436, 815, 564, 335, 868] info --- {'sequence': ['N19', 'N600', 'N386', 'E208', 'E156', 'E204', 'E96', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3649367752839723 loss --- 719.9804077148438 logZ --- 7.276310443878174
observation --- [77, 44, 249, 564, 791, 520, 491, 868] info --- {'sequence': ['N477', 'N719', 'N321', 'E204', 'E177', 'E113', 'E39', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3184606427723 loss --- 596.74609375 logZ --- 7.276310443878174
observation --- [597, 653, 214, 168, 832, 443, 117, 868] info --- {'sequence': ['N440', 'N600', 'N592', 'E159', 'E149', 'E47', 'E42', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2645192368231155 loss --- 684.710693359375 logZ --- 7.276310443878174
observation --- [695, 9, 153, 33, 599, 345, 518, 868] info --- {'sequence': ['N196', 'N238', 'N117', 'E162', 'E174', 'E58', 'E232', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 0 loss --- 41.89330291748047 logZ --- 7.281238555908203
observation --- [249, 810, 59, 632, 477, 452, 721, 868] info --- {'sequence': ['N321', 'N109', 'N23', 'E143', 'E169', 'E67', 'E217', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 0 loss --- 31.398319244384766 logZ --- 7.281238555908203
observation --- [321, 370, 826, 440, 671, 99, 246, 868] info --- {'sequence': ['N231', 'N256', 'N606', 'E30', 'E97', 'E21', 'E185', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3056281825697857 loss --- 654.6843872070312 logZ --- 7.281238555908203
observation --- [519, 406, 591, 606, 779, 694, 815, 868] info --- {'sequence': ['N456', 'N367', 'N137', 'E110', 'E51', 'E206', 'E156', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2318309009888067 loss --- 591.185302734375 logZ --- 7.281238555908203
observation --- [64, 666, 519, 620, 480, 208, 405, 868] info --- {'sequence': ['N285', 'N466', 'N456', 'E229', 'E176', 'E158', 'E119', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3190548941946545 loss --- 689.4058837890625 logZ --- 7.281238555908203
observation --- [77, 490, 429, 725, 579, 109, 391, 868] info --- {'sequence': ['N477', 'N158', 'N63', 'E179', 'E173', 'E40', 'E220', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.341535091694149 loss --- 831.041015625 logZ --- 7.286027431488037
observation --- [695, 179, 556, 474, 440, 335, 796, 868] info --- {'sequence': ['N196', 'N161', 'N717', 'E70', 'E30', 'E96', 'E59', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4426773448478825 loss --- 720.8946533203125 logZ --- 7.286027431488037
observation --- [136, 428, 39, 725, 867, 126, 564, 868] info --- {'sequence': ['N519', 'N492', 'N416', 'E179', 'none', 'E112', 'E204', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3146681380430123 loss --- 766.5361938476562 logZ --- 7.286027431488037
observation --- [482, 265, 214, 223, 799, 269, 508, 868] info --- {'sequence': ['N499', 'N398', 'N592', 'E84', 'E166', 'E186', 'E155', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 0 loss --- 66.3940200805664 logZ --- 7.286027431488037
observation --- [826, 395, 297, 751, 183, 520, 443, 868] info --- {'sequence': ['N606', 'N708', 'N713', 'E50', 'E151', 'E113', 'E47', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3126524151176084 loss --- 740.05224609375 logZ --- 7.286027431488037
observation --- [635, 91, 485, 404, 624, 547, 822, 868] info --- {'sequence': ['N641', 'N307', 'N79', 'E122', 'E199', 'E125', 'E48', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4998642548894598 loss --- 624.2896118164062 logZ --- 7.290808200836182
observation --- [77, 44, 458, 610, 534, 404, 781, 868] info --- {'sequence': ['N477', 'N719', 'N610', 'E24', 'E126', 'E122', 'E138', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.327434831550457 loss --- 781.4715576171875 logZ --- 7.290808200836182
observation --- [519, 91, 695, 808, 615, 487, 632, 868] info --- {'sequence': ['N456', 'N307', 'N196', 'E2', 'E141', 'E181', 'E143', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.6070898667840594 loss --- 617.72216796875 logZ --- 7.290808200836182
observation --- [136, 50, 737, 776, 23, 564, 639, 868] info --- {'sequence': ['N519', 'N435', 'N333', 'E105', 'E136', 'E204', 'E6', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2455393116664555 loss --- 638.2394409179688 logZ --- 7.290808200836182
observation --- [77, 490, 597, 646, 193, 420, 63, 868] info --- {'sequence': ['N477', 'N158', 'N440', 'E106', 'E77', 'E12', 'E76', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4884523259744256 loss --- 802.1864013671875 logZ --- 7.290808200836182
observation --- [853, 113, 214, 17, 135, 788, 354, 868] info --- {'sequence': ['N298', 'N515', 'N592', 'E219', 'E194', 'E167', 'E148', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2707393429814149 loss --- 678.9368896484375 logZ --- 7.29563045501709
observation --- [485, 406, 21, 292, 457, 584, 14, 868] info --- {'sequence': ['N79', 'N367', 'N411', 'E43', 'E130', 'E182', 'E171', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.430586382883932 loss --- 714.2177124023438 logZ --- 7.29563045501709
observation --- [200, 699, 585, 63, 624, 634, 331, 868] info --- {'sequence': ['N621', 'N219', 'N20', 'E76', 'E199', 'E172', 'E20', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2870718195576247 loss --- 665.0702514648438 logZ --- 7.29563045501709
observation --- [424, 44, 21, 827, 620, 142, 23, 868] info --- {'sequence': ['N18', 'N719', 'N411', 'E98', 'E229', 'E210', 'E136', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2388004211598607 loss --- 550.759033203125 logZ --- 7.29563045501709
observation --- [826, 659, 21, 510, 443, 403, 610, 868] info --- {'sequence': ['N606', 'N313', 'N411', 'E190', 'E47', 'E116', 'E24', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4828882271704755 loss --- 647.1259155273438 logZ --- 7.29563045501709
observation --- [489, 718, 704, 157, 408, 682, 671, 868] info --- {'sequence': ['N429', 'N388', 'N485', 'E5', 'E152', 'E209', 'E97', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3844726752845533 loss --- 727.2463989257812 logZ --- 7.300474643707275
observation --- [626, 558, 19, 643, 568, 262, 618, 868] info --- {'sequence': ['N216', 'N3', 'N639', 'E107', 'E154', 'E228', 'E118', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0305974510452949 loss --- 778.4552001953125 logZ --- 7.300474643707275
observation --- [843, 317, 153, 124, 781, 487, 124, 868] info --- {'sequence': ['N320', 'N2', 'N117', 'E135', 'E138', 'E181', 'E135', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0592369717124661 loss --- 714.31982421875 logZ --- 7.300474643707275
observation --- [153, 454, 39, 467, 126, 286, 118, 868] info --- {'sequence': ['N117', 'N520', 'N416', 'E10', 'E112', 'E54', 'E224', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2744830616397649 loss --- 665.5045166015625 logZ --- 7.300474643707275
observation --- [59, 706, 84, 779, 460, 716, 764, 868] info --- {'sequence': ['N23', 'N50', 'N410', 'E51', 'E192', 'E196', 'E69', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.465721659933228 loss --- 724.57470703125 logZ --- 7.300474643707275
observation --- [602, 674, 686, 557, 378, 40, 11, 868] info --- {'sequence': ['N19', 'N32', 'N126', 'E114', 'E29', 'E123', 'E25', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2782631561934752 loss --- 781.5116577148438 logZ --- 7.305365085601807
observation --- [438, 44, 512, 557, 599, 582, 494, 868] info --- {'sequence': ['N130', 'N719', 'N96', 'E114', 'E174', 'E178', 'E165', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1278062114985978 loss --- 679.7394409179688 logZ --- 7.305365085601807
observation --- [853, 272, 19, 117, 827, 557, 11, 868] info --- {'sequence': ['N298', 'N393', 'N639', 'E42', 'E98', 'E114', 'E25', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1808277466028603 loss --- 709.4678344726562 logZ --- 7.305365085601807
observation --- [686, 714, 591, 584, 73, 208, 842, 868] info --- {'sequence': ['N126', 'N697', 'N137', 'E182', 'E94', 'E158', 'E68', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1042515473123748 loss --- 649.619140625 logZ --- 7.305365085601807
observation --- [67, 370, 297, 836, 440, 796, 33, 868] info --- {'sequence': ['N157', 'N256', 'N713', 'E128', 'E30', 'E59', 'E162', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4494669302751868 loss --- 749.8160400390625 logZ --- 7.305365085601807
observation --- [570, 44, 575, 783, 796, 225, 27, 868] info --- {'sequence': ['N516', 'N719', 'N571', 'E146', 'E59', 'E78', 'E73', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.391803491180981 loss --- 688.4689331054688 logZ --- 7.310293674468994
observation --- [482, 666, 575, 758, 474, 260, 599, 868] info --- {'sequence': ['N499', 'N466', 'N571', 'E80', 'E70', 'E83', 'E174', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1807011321587244 loss --- 755.3101196289062 logZ --- 7.310293674468994
observation --- [356, 386, 458, 403, 465, 477, 366, 868] info --- {'sequence': ['N48', 'N514', 'N610', 'E116', 'E45', 'E169', 'E170', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3545587363371512 loss --- 797.4102172851562 logZ --- 7.310293674468994
observation --- [826, 428, 792, 315, 842, 811, 42, 868] info --- {'sequence': ['N606', 'N492', 'N277', 'E99', 'E68', 'E90', 'E160', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1798313403601242 loss --- 649.5878295898438 logZ --- 7.310293674468994
observation --- [792, 552, 356, 193, 188, 624, 161, 868] info --- {'sequence': ['N277', 'N305', 'N48', 'E77', 'E35', 'E199', 'E85', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4080710680214215 loss --- 618.6646728515625 logZ --- 7.310293674468994
observation --- [65, 562, 297, 73, 518, 663, 592, 868] info --- {'sequence': ['N186', 'N68', 'N713', 'E94', 'E232', 'E133', 'E41', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1605961720818323 loss --- 721.6318969726562 logZ --- 7.31525182723999
observation --- [861, 710, 429, 529, 832, 548, 354, 868] info --- {'sequence': ['N558', 'N404', 'N63', 'E129', 'E149', 'E226', 'E148', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 0 loss --- 48.7013053894043 logZ --- 7.31525182723999
observation --- [519, 372, 438, 157, 631, 846, 680, 868] info --- {'sequence': ['N456', 'N607', 'N130', 'E5', 'E187', 'E32', 'E104', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.6036741872189042 loss --- 790.4075317382812 logZ --- 7.31525182723999
observation --- [65, 91, 778, 63, 208, 784, 846, 868] info --- {'sequence': ['N186', 'N307', 'N687', 'E76', 'E158', 'E87', 'E32', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.5251301947167317 loss --- 709.7377319335938 logZ --- 7.31525182723999
observation --- [249, 428, 769, 194, 805, 700, 791, 868] info --- {'sequence': ['N321', 'N492', 'N51', 'E36', 'E150', 'E60', 'E177', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 0 loss --- 104.66908264160156 logZ --- 7.31525182723999
observation --- [419, 129, 294, 243, 245, 639, 29, 868] info --- {'sequence': ['N225', 'N52', 'N315', 'E15', 'E230', 'E6', 'E180', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.030309450548982 loss --- 755.2904052734375 logZ --- 7.320108890533447
observation --- [854, 44, 438, 286, 784, 725, 624, 868] info --- {'sequence': ['N60', 'N719', 'N130', 'E54', 'E87', 'E179', 'E199', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1702462240159004 loss --- 720.6771240234375 logZ --- 7.320108890533447
observation --- [853, 272, 266, 811, 763, 142, 157, 868] info --- {'sequence': ['N298', 'N393', 'N25', 'E90', 'E211', 'E210', 'E5', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0748579689127127 loss --- 659.45703125 logZ --- 7.320108890533447
observation --- [826, 834, 67, 135, 615, 833, 47, 868] info --- {'sequence': ['N606', 'N371', 'N157', 'E194', 'E141', 'E89', 'E8', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1821210635422403 loss --- 757.1473999023438 logZ --- 7.320108890533447
observation --- [122, 370, 626, 183, 467, 663, 331, 868] info --- {'sequence': ['N245', 'N256', 'N216', 'E151', 'E10', 'E133', 'E20', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.139793545371662 loss --- 666.3667602539062 logZ --- 7.320108890533447
observation --- [812, 134, 65, 779, 403, 17, 568, 868] info --- {'sequence': ['N415', 'N693', 'N186', 'E51', 'E116', 'E219', 'E154', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2917686471286856 loss --- 799.9053955078125 logZ --- 7.32500696182251
observation --- [812, 88, 21, 751, 158, 671, 634, 868] info --- {'sequence': ['N415', 'N168', 'N411', 'E50', 'E34', 'E97', 'E172', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2842350334356505 loss --- 685.6765747070312 logZ --- 7.32500696182251
observation --- [39, 263, 585, 280, 808, 663, 79, 868] info --- {'sequence': ['N416', 'N76', 'N20', 'E72', 'E2', 'E133', 'E223', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4714715367022697 loss --- 715.7125244140625 logZ --- 7.32500696182251
observation --- [136, 464, 93, 142, 232, 584, 33, 868] info --- {'sequence': ['N519', 'N662', 'N403', 'E210', 'E215', 'E182', 'E162', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4934803476496397 loss --- 780.3572387695312 logZ --- 7.32500696182251
observation --- [55, 666, 626, 270, 270, 285, 260, 868] info --- {'sequence': ['N81', 'N466', 'N216', 'E213', 'E213', 'E57', 'E83', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 0 loss --- 47.571468353271484 logZ --- 7.32500696182251
observation --- [812, 706, 191, 189, 260, 6, 738, 868] info --- {'sequence': ['N415', 'N50', 'N474', 'E66', 'E83', 'E23', 'E11', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.5619956880918253 loss --- 860.1557006835938 logZ --- 7.329875946044922
observation --- [39, 91, 575, 431, 135, 748, 354, 868] info --- {'sequence': ['N416', 'N307', 'N571', 'E168', 'E194', 'E22', 'E148', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.6859473584796014 loss --- 740.961669921875 logZ --- 7.329875946044922
observation --- [297, 395, 792, 664, 759, 633, 201, 868] info --- {'sequence': ['N713', 'N708', 'N277', 'E195', 'E38', 'E198', 'E19', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3061559244079577 loss --- 768.6801147460938 logZ --- 7.329875946044922
observation --- [695, 179, 64, 423, 832, 484, 292, 868] info --- {'sequence': ['N196', 'N161', 'N285', 'E86', 'E149', 'E109', 'E43', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 0 loss --- 59.361175537109375 logZ --- 7.329875946044922
observation --- [792, 454, 297, 73, 496, 599, 232, 868] info --- {'sequence': ['N277', 'N520', 'N713', 'E94', 'E65', 'E174', 'E215', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1384696633392783 loss --- 615.958740234375 logZ --- 7.329875946044922
observation --- [585, 718, 356, 632, 440, 568, 867, 868] info --- {'sequence': ['N20', 'N388', 'N48', 'E143', 'E30', 'E154', 'none', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.7732783348106986 loss --- 670.0311889648438 logZ --- 7.334721565246582
observation --- [84, 386, 334, 465, 750, 443, 312, 868] info --- {'sequence': ['N410', 'N514', 'N163', 'E45', 'E64', 'E47', 'E153', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.544661595848477 loss --- 719.7785034179688 logZ --- 7.334721565246582
observation --- [635, 44, 585, 759, 110, 312, 534, 868] info --- {'sequence': ['N641', 'N719', 'N20', 'E38', 'E202', 'E153', 'E126', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.184033529085768 loss --- 599.34619140625 logZ --- 7.334721565246582
observation --- [635, 272, 422, 622, 175, 491, 837, 868] info --- {'sequence': ['N641', 'N393', 'N579', 'E147', 'E184', 'E39', 'E139', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0961264105851165 loss --- 699.6564331054688 logZ --- 7.334721565246582
observation --- [489, 653, 704, 286, 73, 582, 750, 868] info --- {'sequence': ['N429', 'N600', 'N485', 'E54', 'E94', 'E178', 'E64', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2422888755229513 loss --- 719.5775146484375 logZ --- 7.334721565246582
observation --- [334, 50, 556, 161, 227, 443, 109, 868] info --- {'sequence': ['N163', 'N435', 'N717', 'E85', 'E175', 'E47', 'E40', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3441834241498807 loss --- 726.0668334960938 logZ --- 7.339598655700684
observation --- [635, 244, 297, 561, 700, 589, 27, 868] info --- {'sequence': ['N641', 'N601', 'N713', 'E216', 'E60', 'E121', 'E73', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1792410296932865 loss --- 690.671630859375 logZ --- 7.339598655700684
observation --- [136, 562, 21, 636, 115, 280, 750, 868] info --- {'sequence': ['N519', 'N68', 'N411', 'E82', 'E33', 'E72', 'E64', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3367725495447689 loss --- 610.2469482421875 logZ --- 7.339598655700684
observation --- [737, 91, 519, 811, 216, 142, 457, 868] info --- {'sequence': ['N333', 'N307', 'N456', 'E90', 'E74', 'E210', 'E130', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3038796939401973 loss --- 588.6558837890625 logZ --- 7.339598655700684
observation --- [136, 34, 249, 522, 431, 636, 811, 868] info --- {'sequence': ['N519', 'N57', 'N321', 'E183', 'E168', 'E82', 'E90', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2488943682961633 loss --- 639.0895385742188 logZ --- 7.339598655700684
observation --- [861, 598, 737, 110, 518, 779, 815, 868] info --- {'sequence': ['N558', 'N312', 'N333', 'E202', 'E232', 'E51', 'E156', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 0 loss --- 11.577656745910645 logZ --- 7.3444929122924805
observation --- [695, 317, 65, 460, 673, 487, 480, 868] info --- {'sequence': ['N196', 'N2', 'N186', 'E192', 'E16', 'E181', 'E176', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3573809301246749 loss --- 719.5020751953125 logZ --- 7.3444929122924805
observation --- [540, 222, 356, 23, 613, 414, 470, 868] info --- {'sequence': ['N695', 'N385', 'N48', 'E136', 'E115', 'E188', 'E205', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0818295546872845 loss --- 798.072509765625 logZ --- 7.3444929122924805
observation --- [635, 57, 769, 183, 109, 175, 402, 868] info --- {'sequence': ['N641', 'N34', 'N51', 'E151', 'E40', 'E184', 'E61', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1237751625928798 loss --- 658.3548583984375 logZ --- 7.3444929122924805
observation --- [591, 159, 2, 805, 491, 634, 477, 868] info --- {'sequence': ['N137', 'N461', 'N80', 'E150', 'E39', 'E172', 'E169', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3894981213714208 loss --- 756.4020385742188 logZ --- 7.3444929122924805
observation --- [249, 834, 444, 115, 436, 430, 11, 868] info --- {'sequence': ['N321', 'N371', 'N10', 'E33', 'E208', 'E111', 'E25', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.149778593402912 loss --- 729.9335327148438 logZ --- 7.34934139251709
observation --- [458, 365, 519, 116, 518, 755, 118, 868] info --- {'sequence': ['N610', 'N184', 'N456', 'E163', 'E232', 'E79', 'E224', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2402997469528227 loss --- 644.0047607421875 logZ --- 7.34934139251709
observation --- [419, 810, 602, 189, 47, 667, 494, 868] info --- {'sequence': ['N225', 'N109', 'N19', 'E66', 'E8', 'E134', 'E165', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.078110585210955 loss --- 620.4286499023438 logZ --- 7.34934139251709
observation --- [854, 28, 297, 783, 378, 225, 847, 868] info --- {'sequence': ['N60', 'N39', 'N713', 'E146', 'E29', 'E78', 'E221', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3418951104458363 loss --- 753.9271240234375 logZ --- 7.34934139251709
observation --- [792, 44, 519, 170, 496, 286, 142, 868] info --- {'sequence': ['N277', 'N719', 'N456', 'E212', 'E65', 'E54', 'E210', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.277042802558495 loss --- 629.2578735351562 logZ --- 7.34934139251709
observation --- [153, 523, 438, 470, 726, 354, 33, 868] info --- {'sequence': ['N117', 'N188', 'N130', 'E205', 'E234', 'E148', 'E162', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1929969422067943 loss --- 783.01220703125 logZ --- 7.35421895980835
