observation --- [39, 28, 519, 245, 423, 634, 208, 868] info --- {'sequence': ['N416', 'N39', 'N456', 'E230', 'E86', 'E172', 'E158', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.5484233758173547 loss --- 0.12469800561666489 logZ --- 32.95116424560547
observation --- [458, 317, 602, 755, 725, 420, 453, 868] info --- {'sequence': ['N610', 'N2', 'N19', 'E79', 'E179', 'E12', 'E27', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4598164772020488 loss --- 0.6210246086120605 logZ --- 32.95116424560547
observation --- [481, 54, 219, 142, 262, 639, 391, 868] info --- {'sequence': ['N246', 'N93', 'N611', 'E210', 'E228', 'E6', 'E220', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1279733647648928 loss --- 1.1649874448776245 logZ --- 32.95116424560547
observation --- [812, 387, 570, 721, 693, 624, 791, 868] info --- {'sequence': ['N415', 'N113', 'N516', 'E217', 'E95', 'E199', 'E177', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1444902317846135 loss --- 2.9904541969299316 logZ --- 32.95116424560547
observation --- [556, 44, 481, 457, 480, 453, 189, 868] info --- {'sequence': ['N717', 'N719', 'N246', 'E130', 'E176', 'E27', 'E66', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0722032403371364 loss --- 5.3251423835754395 logZ --- 32.95116424560547
observation --- [191, 85, 481, 634, 460, 223, 682, 868] info --- {'sequence': ['N474', 'N218', 'N246', 'E172', 'E192', 'E84', 'E209', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0106639020163892 loss --- 3.5589685440063477 logZ --- 32.95334243774414
observation --- [297, 714, 294, 193, 335, 858, 14, 868] info --- {'sequence': ['N713', 'N697', 'N315', 'E77', 'E96', 'E142', 'E171', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1728571664743 loss --- 7.522961139678955 logZ --- 32.95334243774414
observation --- [657, 674, 795, 315, 335, 201, 667, 868] info --- {'sequence': ['N484', 'N32', 'N408', 'E99', 'E96', 'E19', 'E134', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2924755318665264 loss --- 2.5940001010894775 logZ --- 32.95334243774414
observation --- [219, 220, 519, 547, 120, 260, 584, 868] info --- {'sequence': ['N611', 'N164', 'N456', 'E125', 'E191', 'E83', 'E182', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2996162364837893 loss --- 2.6357154846191406 logZ --- 32.95334243774414
observation --- [778, 179, 704, 738, 680, 647, 431, 868] info --- {'sequence': ['N687', 'N161', 'N485', 'E11', 'E104', 'E52', 'E168', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1306787029984033 loss --- 0.8576502799987793 logZ --- 32.95334243774414
observation --- [737, 263, 136, 188, 763, 70, 402, 868] info --- {'sequence': ['N333', 'N76', 'N519', 'E35', 'E211', 'E92', 'E61', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3001164746825047 loss --- 0.8163162469863892 logZ --- 32.9559326171875
observation --- [59, 490, 64, 815, 719, 811, 331, 868] info --- {'sequence': ['N23', 'N158', 'N285', 'E156', 'E49', 'E90', 'E20', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2864153300186096 loss --- 0.5623310208320618 logZ --- 32.9559326171875
observation --- [556, 766, 597, 467, 293, 366, 470, 868] info --- {'sequence': ['N717', 'N310', 'N440', 'E10', 'E9', 'E170', 'E205', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3428812482836958 loss --- 3.0525295734405518 logZ --- 32.9559326171875
observation --- [657, 365, 422, 649, 227, 243, 404, 868] info --- {'sequence': ['N484', 'N184', 'N579', 'E101', 'E175', 'E15', 'E122', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0674696904828749 loss --- 8.437459945678711 logZ --- 32.9559326171875
observation --- [77, 50, 485, 759, 667, 99, 243, 868] info --- {'sequence': ['N477', 'N435', 'N79', 'E38', 'E134', 'E21', 'E15', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.6053621985482458 loss --- 0.2859583795070648 logZ --- 32.9559326171875
observation --- [215, 159, 215, 716, 109, 491, 791, 868] info --- {'sequence': ['N176', 'N461', 'N176', 'E196', 'E40', 'E39', 'E177', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.5089963265987412 loss --- 0.8940469026565552 logZ --- 32.95875549316406
observation --- [570, 806, 591, 748, 832, 331, 443, 868] info --- {'sequence': ['N516', 'N156', 'N137', 'E22', 'E149', 'E20', 'E47', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2696724578474696 loss --- 2.5853536128997803 logZ --- 32.95875549316406
observation --- [737, 50, 481, 620, 631, 431, 142, 868] info --- {'sequence': ['N333', 'N435', 'N246', 'E229', 'E187', 'E168', 'E210', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3036667451049808 loss --- 0.7789037823677063 logZ --- 32.95875549316406
observation --- [219, 464, 792, 788, 465, 700, 709, 868] info --- {'sequence': ['N611', 'N662', 'N277', 'E167', 'E45', 'E60', 'E1', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2373623335253388 loss --- 1.9870771169662476 logZ --- 32.95875549316406
observation --- [249, 54, 438, 120, 667, 319, 208, 868] info --- {'sequence': ['N321', 'N93', 'N130', 'E191', 'E134', 'E44', 'E158', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2208335150792673 loss --- 0.06984227895736694 logZ --- 32.95875549316406
observation --- [854, 54, 591, 750, 477, 277, 582, 868] info --- {'sequence': ['N60', 'N93', 'N137', 'E64', 'E169', 'E132', 'E178', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0504917722935052 loss --- 0.0014578686095774174 logZ --- 32.961666107177734
observation --- [64, 91, 429, 636, 420, 388, 430, 868] info --- {'sequence': ['N285', 'N307', 'N63', 'E82', 'E12', 'E28', 'E111', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.8269711915339681 loss --- 1.0383752584457397 logZ --- 32.961666107177734
observation --- [136, 44, 2, 465, 188, 403, 496, 868] info --- {'sequence': ['N519', 'N719', 'N80', 'E45', 'E35', 'E116', 'E65', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4465072193976585 loss --- 0.7422151565551758 logZ --- 32.961666107177734
observation --- [214, 34, 19, 716, 216, 33, 135, 868] info --- {'sequence': ['N592', 'N57', 'N639', 'E196', 'E74', 'E162', 'E194', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2972266695314427 loss --- 2.166283130645752 logZ --- 32.961666107177734
observation --- [136, 766, 485, 837, 270, 484, 73, 868] info --- {'sequence': ['N519', 'N310', 'N79', 'E139', 'E213', 'E109', 'E94', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1165628875902245 loss --- 1.3593409061431885 logZ --- 32.961666107177734
observation --- [657, 659, 602, 496, 664, 477, 671, 868] info --- {'sequence': ['N484', 'N313', 'N19', 'E65', 'E195', 'E169', 'E97', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3580504789707948 loss --- 0.8508791327476501 logZ --- 32.96449279785156
observation --- [695, 406, 591, 299, 480, 719, 599, 868] info --- {'sequence': ['N196', 'N367', 'N137', 'E225', 'E176', 'E49', 'E174', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4253865965160117 loss --- 0.2765411138534546 logZ --- 32.96449279785156
observation --- [419, 113, 89, 808, 366, 522, 63, 868] info --- {'sequence': ['N225', 'N515', 'N473', 'E2', 'E170', 'E183', 'E76', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3527233494952409 loss --- 0.8903365135192871 logZ --- 32.96449279785156
observation --- [458, 244, 812, 842, 157, 589, 673, 868] info --- {'sequence': ['N610', 'N601', 'N415', 'E68', 'E5', 'E121', 'E16', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4661471353951543 loss --- 0.04546913504600525 logZ --- 32.96449279785156
observation --- [853, 113, 89, 510, 567, 721, 378, 868] info --- {'sequence': ['N298', 'N515', 'N473', 'E190', 'E3', 'E217', 'E29', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.342786659060038 loss --- 0.09458884596824646 logZ --- 32.96449279785156
observation --- [415, 666, 591, 632, 796, 506, 709, 868] info --- {'sequence': ['N386', 'N466', 'N137', 'E143', 'E59', 'E127', 'E1', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4822010542641273 loss --- 0.04210565239191055 logZ --- 32.96711730957031
observation --- [136, 706, 266, 457, 567, 168, 783, 868] info --- {'sequence': ['N519', 'N50', 'N25', 'E130', 'E3', 'E159', 'E146', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3985328053477855 loss --- 1.383558988571167 logZ --- 32.96711730957031
observation --- [191, 88, 795, 791, 126, 654, 277, 868] info --- {'sequence': ['N474', 'N168', 'N408', 'E177', 'E112', 'E145', 'E132', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0945060020764927 loss --- 1.5266159772872925 logZ --- 32.96711730957031
observation --- [136, 653, 778, 494, 815, 23, 135, 868] info --- {'sequence': ['N519', 'N600', 'N687', 'E165', 'E156', 'E136', 'E194', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.401790470860424 loss --- 0.17082670331001282 logZ --- 32.96711730957031
observation --- [438, 34, 419, 858, 216, 671, 664, 868] info --- {'sequence': ['N130', 'N57', 'N225', 'E142', 'E74', 'E97', 'E195', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.256869298714518 loss --- 0.22696422040462494 logZ --- 32.96711730957031
observation --- [861, 386, 635, 755, 335, 436, 567, 868] info --- {'sequence': ['N558', 'N514', 'N641', 'E79', 'E96', 'E208', 'E3', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1311363195761128 loss --- 4.508333206176758 logZ --- 32.9697380065918
observation --- [419, 28, 249, 647, 738, 188, 847, 868] info --- {'sequence': ['N225', 'N39', 'N321', 'E52', 'E11', 'E35', 'E221', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4505446799949135 loss --- 0.19473379850387573 logZ --- 32.9697380065918
observation --- [136, 365, 321, 751, 465, 167, 403, 868] info --- {'sequence': ['N519', 'N184', 'N231', 'E50', 'E45', 'E193', 'E116', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2425019847400098 loss --- 0.17141754925251007 logZ --- 32.9697380065918
observation --- [686, 226, 812, 189, 842, 600, 440, 868] info --- {'sequence': ['N126', 'N267', 'N415', 'E66', 'E68', 'E53', 'E30', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2527478038816724 loss --- 1.1076664924621582 logZ --- 32.9697380065918
observation --- [153, 810, 84, 808, 620, 774, 315, 868] info --- {'sequence': ['N117', 'N109', 'N410', 'E2', 'E229', 'E161', 'E99', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3465652253095952 loss --- 0.005940230097621679 logZ --- 32.9697380065918
observation --- [59, 464, 778, 193, 87, 223, 312, 868] info --- {'sequence': ['N23', 'N662', 'N687', 'E77', 'E71', 'E84', 'E153', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4571427665901697 loss --- 2.173351526260376 logZ --- 32.97233200073242
observation --- [626, 90, 64, 506, 42, 292, 579, 868] info --- {'sequence': ['N216', 'N450', 'N285', 'E127', 'E160', 'E43', 'E173', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0432299901462032 loss --- 5.733549118041992 logZ --- 32.97233200073242
observation --- [695, 464, 519, 759, 599, 567, 420, 868] info --- {'sequence': ['N196', 'N662', 'N456', 'E38', 'E174', 'E3', 'E12', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.5220481992053592 loss --- 0.2814796268939972 logZ --- 32.97233200073242
observation --- [812, 814, 438, 293, 245, 315, 557, 868] info --- {'sequence': ['N415', 'N190', 'N130', 'E9', 'E230', 'E99', 'E114', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2194007893503152 loss --- 0.05669030919671059 logZ --- 32.97233200073242
observation --- [39, 28, 154, 632, 738, 225, 813, 868] info --- {'sequence': ['N416', 'N39', 'N488', 'E143', 'E11', 'E78', 'E203', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.7125440581014613 loss --- 0.0012940919259563088 logZ --- 32.97233200073242
observation --- [2, 386, 415, 388, 312, 494, 404, 868] info --- {'sequence': ['N80', 'N514', 'N386', 'E28', 'E153', 'E165', 'E122', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.439369987382551 loss --- 3.2131409645080566 logZ --- 32.97493362426758
observation --- [334, 244, 795, 354, 613, 436, 201, 868] info --- {'sequence': ['N163', 'N601', 'N408', 'E148', 'E115', 'E208', 'E19', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1700924999308293 loss --- 10.151921272277832 logZ --- 32.97493362426758
observation --- [266, 159, 191, 99, 195, 474, 508, 868] info --- {'sequence': ['N25', 'N461', 'N474', 'E21', 'E81', 'E70', 'E155', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1020363347373745 loss --- 2.0748908519744873 logZ --- 32.97493362426758
observation --- [356, 372, 602, 443, 803, 117, 269, 868] info --- {'sequence': ['N48', 'N607', 'N19', 'E47', 'E91', 'E42', 'E186', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.6010976968506605 loss --- 0.15651823580265045 logZ --- 32.97493362426758
observation --- [77, 834, 489, 403, 110, 414, 117, 868] info --- {'sequence': ['N477', 'N371', 'N429', 'E116', 'E202', 'E188', 'E42', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2848375112981125 loss --- 1.235098958015442 logZ --- 32.97493362426758
observation --- [153, 57, 861, 118, 210, 388, 440, 868] info --- {'sequence': ['N117', 'N34', 'N558', 'E224', 'E17', 'E28', 'E30', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4234476284449207 loss --- 1.5839955806732178 logZ --- 32.977848052978516
observation --- [356, 645, 21, 293, 440, 201, 813, 868] info --- {'sequence': ['N48', 'N115', 'N411', 'E9', 'E30', 'E19', 'E203', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.5246079991408579 loss --- 0.07613671571016312 logZ --- 32.977848052978516
observation --- [215, 653, 24, 589, 636, 862, 832, 868] info --- {'sequence': ['N176', 'N600', 'N160', 'E121', 'E82', 'E18', 'E149', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1271171704823513 loss --- 1.8550426959991455 logZ --- 32.977848052978516
observation --- [321, 159, 153, 17, 788, 270, 664, 868] info --- {'sequence': ['N231', 'N461', 'N117', 'E219', 'E167', 'E213', 'E195', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1436029467359838 loss --- 3.9901559352874756 logZ --- 32.977848052978516
observation --- [422, 406, 67, 474, 529, 633, 632, 868] info --- {'sequence': ['N579', 'N367', 'N157', 'E70', 'E129', 'E198', 'E143', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4400464670012925 loss --- 0.4962235391139984 logZ --- 32.977848052978516
observation --- [200, 179, 597, 631, 620, 750, 47, 868] info --- {'sequence': ['N621', 'N161', 'N440', 'E187', 'E229', 'E64', 'E8', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3663196102738215 loss --- 2.047821044921875 logZ --- 32.98084259033203
observation --- [482, 386, 853, 667, 615, 687, 42, 868] info --- {'sequence': ['N499', 'N514', 'N298', 'E134', 'E141', 'E120', 'E160', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1825209846996734 loss --- 5.655476093292236 logZ --- 32.98084259033203
observation --- [458, 370, 77, 443, 615, 472, 194, 868] info --- {'sequence': ['N610', 'N256', 'N477', 'E47', 'E141', 'E131', 'E36', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.248259977598938 loss --- 3.418170928955078 logZ --- 32.98084259033203
observation --- [489, 523, 519, 719, 634, 491, 643, 868] info --- {'sequence': ['N429', 'N188', 'N456', 'E49', 'E172', 'E39', 'E107', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.5839994200668073 loss --- 0.015817373991012573 logZ --- 32.98084259033203
observation --- [485, 523, 512, 622, 5, 17, 620, 868] info --- {'sequence': ['N79', 'N188', 'N96', 'E147', 'E56', 'E219', 'E229', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3977946257654352 loss --- 2.864765167236328 logZ --- 32.98084259033203
observation --- [686, 88, 519, 568, 467, 832, 42, 868] info --- {'sequence': ['N126', 'N168', 'N456', 'E154', 'E10', 'E149', 'E160', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4760625853422373 loss --- 0.797880232334137 logZ --- 32.98406219482422
observation --- [249, 365, 737, 315, 606, 161, 755, 868] info --- {'sequence': ['N321', 'N184', 'N333', 'E99', 'E110', 'E85', 'E79', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2269489285246076 loss --- 1.3820083141326904 logZ --- 32.98406219482422
observation --- [778, 395, 84, 99, 23, 443, 465, 868] info --- {'sequence': ['N687', 'N708', 'N410', 'E21', 'E136', 'E47', 'E45', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.5128803425427957 loss --- 0.06286171078681946 logZ --- 32.98406219482422
observation --- [77, 159, 39, 5, 567, 506, 620, 868] info --- {'sequence': ['N477', 'N461', 'N416', 'E56', 'E3', 'E127', 'E229', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.492637746585394 loss --- 0.5770319104194641 logZ --- 32.98406219482422
observation --- [481, 113, 136, 633, 12, 117, 677, 868] info --- {'sequence': ['N246', 'N515', 'N519', 'E198', 'E218', 'E42', 'E189', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.312952046710578 loss --- 1.4187405109405518 logZ --- 32.98406219482422
observation --- [737, 222, 415, 225, 815, 721, 751, 868] info --- {'sequence': ['N333', 'N385', 'N386', 'E78', 'E156', 'E217', 'E50', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4778053349890095 loss --- 1.4144309759140015 logZ --- 32.98711013793945
observation --- [519, 562, 200, 440, 487, 14, 405, 868] info --- {'sequence': ['N456', 'N68', 'N621', 'E30', 'E181', 'E171', 'E119', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1745935477083012 loss --- 0.983026921749115 logZ --- 32.98711013793945
observation --- [853, 179, 853, 277, 846, 808, 354, 868] info --- {'sequence': ['N298', 'N161', 'N298', 'E132', 'E32', 'E2', 'E148', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.5798771788162085 loss --- 0.7913643717765808 logZ --- 32.98711013793945
observation --- [266, 88, 519, 781, 837, 335, 491, 868] info --- {'sequence': ['N25', 'N168', 'N456', 'E138', 'E139', 'E96', 'E39', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3379670176402088 loss --- 0.5098382830619812 logZ --- 32.98711013793945
observation --- [575, 653, 297, 420, 613, 260, 836, 868] info --- {'sequence': ['N571', 'N600', 'N713', 'E12', 'E115', 'E83', 'E128', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3739714071324594 loss --- 0.33960264921188354 logZ --- 32.98711013793945
observation --- [585, 220, 334, 672, 480, 167, 484, 868] info --- {'sequence': ['N20', 'N164', 'N163', 'E201', 'E176', 'E193', 'E109', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2108557003024498 loss --- 1.067716121673584 logZ --- 32.990177154541016
observation --- [136, 454, 316, 833, 403, 748, 142, 868] info --- {'sequence': ['N519', 'N520', 'N110', 'E89', 'E116', 'E22', 'E210', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3323271438512752 loss --- 0.5402719974517822 logZ --- 32.990177154541016
observation --- [575, 807, 519, 477, 811, 599, 331, 868] info --- {'sequence': ['N571', 'N99', 'N456', 'E169', 'E90', 'E174', 'E20', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3588597230001123 loss --- 0.5040044784545898 logZ --- 32.990177154541016
observation --- [153, 28, 519, 245, 477, 649, 788, 868] info --- {'sequence': ['N117', 'N39', 'N456', 'E230', 'E169', 'E101', 'E167', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.417382104621779 loss --- 0.014043880626559258 logZ --- 32.990177154541016
observation --- [2, 54, 812, 709, 188, 568, 277, 868] info --- {'sequence': ['N80', 'N93', 'N415', 'E1', 'E35', 'E154', 'E132', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4397450051950993 loss --- 1.0677722692489624 logZ --- 32.990177154541016
observation --- [295, 433, 2, 42, 600, 366, 404, 868] info --- {'sequence': ['N679', 'N649', 'N80', 'E160', 'E53', 'E170', 'E122', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.365303545838359 loss --- 2.9125044345855713 logZ --- 32.99295425415039
observation --- [136, 558, 737, 579, 846, 649, 117, 868] info --- {'sequence': ['N519', 'N3', 'N333', 'E173', 'E32', 'E101', 'E42', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.780750378386818 loss --- 0.5330732464790344 logZ --- 32.99295425415039
observation --- [812, 653, 519, 606, 227, 70, 624, 868] info --- {'sequence': ['N415', 'N600', 'N456', 'E110', 'E175', 'E92', 'E199', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3667003696458333 loss --- 0.04654980078339577 logZ --- 32.99295425415039
observation --- [585, 464, 519, 440, 622, 847, 781, 868] info --- {'sequence': ['N20', 'N662', 'N456', 'E30', 'E147', 'E221', 'E138', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.6497937978301132 loss --- 0.015733400359749794 logZ --- 32.99295425415039
observation --- [686, 90, 191, 680, 837, 161, 547, 868] info --- {'sequence': ['N126', 'N450', 'N474', 'E104', 'E139', 'E85', 'E125', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3909506580138016 loss --- 3.955648183822632 logZ --- 32.99295425415039
observation --- [2, 562, 434, 584, 452, 225, 112, 868] info --- {'sequence': ['N80', 'N68', 'N377', 'E182', 'E67', 'E78', 'E37', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2245127180001236 loss --- 4.171530723571777 logZ --- 32.99580764770508
observation --- [214, 28, 64, 568, 193, 6, 738, 868] info --- {'sequence': ['N592', 'N39', 'N285', 'E154', 'E77', 'E23', 'E11', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.566846869257569 loss --- 0.14132609963417053 logZ --- 32.99580764770508
observation --- [191, 558, 585, 403, 709, 618, 225, 868] info --- {'sequence': ['N474', 'N3', 'N20', 'E116', 'E1', 'E118', 'E78', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2604254113053606 loss --- 0.09942840039730072 logZ --- 32.99580764770508
observation --- [122, 54, 737, 188, 567, 477, 245, 868] info --- {'sequence': ['N245', 'N93', 'N333', 'E35', 'E3', 'E169', 'E230', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2039761374213365 loss --- 0.03569282218813896 logZ --- 32.99580764770508
observation --- [67, 265, 153, 280, 388, 243, 832, 868] info --- {'sequence': ['N157', 'N398', 'N117', 'E72', 'E28', 'E15', 'E149', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.318298213632844 loss --- 0.05253947526216507 logZ --- 32.99580764770508
observation --- [67, 54, 602, 270, 188, 649, 216, 868] info --- {'sequence': ['N157', 'N93', 'N19', 'E213', 'E35', 'E101', 'E74', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.520505375738897 loss --- 0.026927076280117035 logZ --- 32.998565673828125
observation --- [826, 617, 19, 408, 465, 443, 842, 868] info --- {'sequence': ['N606', 'N346', 'N639', 'E152', 'E45', 'E47', 'E68', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2279466069421874 loss --- 1.739837408065796 logZ --- 32.998565673828125
observation --- [591, 814, 556, 796, 331, 811, 796, 868] info --- {'sequence': ['N137', 'N190', 'N717', 'E59', 'E20', 'E90', 'E59', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3740377065996006 loss --- 0.059049420058727264 logZ --- 32.998565673828125
observation --- [695, 814, 65, 6, 548, 388, 725, 868] info --- {'sequence': ['N196', 'N190', 'N186', 'E23', 'E226', 'E28', 'E179', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4041998389496144 loss --- 5.39212703704834 logZ --- 32.998565673828125
observation --- [356, 706, 826, 452, 453, 99, 118, 868] info --- {'sequence': ['N48', 'N50', 'N606', 'E67', 'E27', 'E21', 'E224', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.612868415276975 loss --- 0.22081667184829712 logZ --- 32.998565673828125
observation --- [854, 645, 853, 817, 243, 319, 858, 868] info --- {'sequence': ['N60', 'N115', 'N298', 'E88', 'E15', 'E44', 'E142', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0847448777575528 loss --- 3.9930155277252197 logZ --- 33.00129318237305
observation --- [795, 645, 602, 170, 420, 216, 280, 868] info --- {'sequence': ['N408', 'N115', 'N19', 'E212', 'E12', 'E74', 'E72', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.196060054753882 loss --- 0.37725356221199036 logZ --- 33.00129318237305
