N353 N535 N86,7473.5937
N687 N535 N232,8302.2379
N353 N535 N645,0
N80 N535 N287,0
N679 N535 N354,7680.59569
N410 N535 N447,8472.52499
N679 N535 N208,7994.5032
N411 N535 N86,0
N216 N535 N270,0
N639 N535 N553,8500.681999999999
N415 N535 N457,7783.387499999999
N377 N535 N504,0
N485 N535 N528,6805.794620000001
N641 N535 N197,7809.83202
N408 N535 N270,0
N51 N535 N343,7839.2181
N411 N535 N528,6995.2489000000005
N519 N535 N645,8075.96211
N519 N535 N481,8263.46163
N639 N535 N489,8385.965030000001
N231 N535 N208,0
N558 N535 N198,0
N79 N535 N489,8385.32211
N682 N535 N645,7322.1173100000005
N245 N535 N421,6219.807710000001
N245 N535 N268,7918.8276000000005
N163 N535 N287,8118.4465
N639 N535 N508,0
N499 N535 N102,0
N23 N535 N508,8396.26426
N163 N535 N667,7663.52286
N610 N535 N536,8062.8660899999995
N315 N535 N232,7616.6706699999995
N717 N535 N589,8093.72103
N610 N535 N433,8250.37306
N19 N535 N553,8775.3437
N535 N535 N504,8763.211800000001
N110 N535 N232,7980.1942
N81 N535 N268,6410.36347
N429 N535 N536,8255.41883
N695 N535 N574,7651.284809999999
N440 N535 N574,8138.868630000001
N535 N535 N232,8682.1997
N687 N535 N268,8465.82909
N80 N535 N554,8367.85771
N137 N535 N479,6977.636839999999
N592 N535 N232,7828.98522
N157 N535 N574,0
N474 N535 N287,0
N477 N535 N447,8558.51449
N535 N535 N400,0
N117 N535 N134,7799.70177
N621 N535 N287,9975.5016
N429 N535 N354,7682.68128
N79 N535 N328,0
N321 N535 N645,0
N298 N535 N667,7491.47402
N639 N535 N481,8060.14845
N196 N535 N589,8209.15046
N277 N535 N198,0
N176 N535 N125,10265.85679
N408 N535 N508,8647.210990000001
N610 N535 N208,7857.978299999999
N416 N535 N481,0
N415 N535 N421,6424.444219999999
N126 N535 N270,8055.8561
N682 N535 N208,7267.25825
N216 N535 N536,7272.151950000001
N25 N535 N268,6225.21934
N488 N535 N198,6023.159
N320 N535 N102,0
N10 N535 N197,8101.667329999998
N408 N535 N457,8010.43815
N682 N535 N422,7570.79508
N386 N535 N102,9129.526800000001
N474 N535 N421,0
N196 N535 N589,8209.15046
